protocol_id,pmcid,status,domain,xml_path,has_xml,has_body,has_methods,why_not
Bio-protocol-1608,PMC6639284,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6639284.xml,y,n,n,no_body
Bio-protocol-1611,PMC6653780,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC6653780.xml,y,y,y,
Bio-protocol-1612,PMC6541287,low_conf,Structural Biology Techniques,data/gold/pmc_jats/PMC6541287.xml,y,y,y,
Bio-protocol-1613,PMC6851878,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6851878.xml,y,y,y,
Bio-protocol-1617,PMC6625996,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6625996.xml,y,y,y,
Bio-protocol-1619,PMC6558028,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6558028.xml,y,y,y,
Bio-protocol-1621,PMC6633204,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6633204.xml,y,y,y,
Bio-protocol-1623,PMC6511025,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6511025.xml,y,y,y,
Bio-protocol-1627,PMC6581653,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6581653.xml,y,y,y,
Bio-protocol-1624,PMC6360649,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC6360649.xml,y,y,y,
Bio-protocol-1626,PMC6814547,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6814547.xml,y,n,n,no_body
Bio-protocol-1630,PMC5732516,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5732516.xml,y,y,y,
Bio-protocol-1636,PMC6239211,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6239211.xml,y,n,n,no_body
Bio-protocol-1633,PMC6531872,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6531872.xml,y,y,y,
Bio-protocol-1638,PMC6535550,low_conf,Pharmacology & Drug Development,data/gold/pmc_jats/PMC6535550.xml,y,n,n,no_body
Bio-protocol-1641,PMC6681745,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6681745.xml,y,y,y,
Bio-protocol-1643,PMC6464584,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC6464584.xml,y,n,n,no_body
Bio-protocol-1646,PMC6506482,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6506482.xml,y,y,y,
Bio-protocol-1645,PMC5344538,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5344538.xml,y,y,y,
Bio-protocol-1647,PMC5533798,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5533798.xml,y,y,y,
Bio-protocol-1650,PMC8046232,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC8046232.xml,y,n,n,no_body
Bio-protocol-1649,PMC6028030,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6028030.xml,y,n,n,no_body
Bio-protocol-1652,PMC6231521,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6231521.xml,y,y,y,
Bio-protocol-1655,PMC6600913,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC6600913.xml,y,n,n,no_body
Bio-protocol-1658,PMC6495373,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6495373.xml,y,y,y,
Bio-protocol-1662,PMC6565613,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6565613.xml,y,y,y,
Bio-protocol-1664,PMC2194654,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC2194654.xml,y,n,n,no_body
Bio-protocol-1667,PMC6501606,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6501606.xml,y,n,n,no_body
Bio-protocol-1670,PMC6278051,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6278051.xml,y,y,y,
Bio-protocol-1673,PMC6597397,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6597397.xml,y,n,n,no_body
Bio-protocol-1677,PMC6541301,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6541301.xml,y,y,y,
Bio-protocol-1675,PMC6549218,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6549218.xml,y,y,y,
Bio-protocol-1684,PMC6459510,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6459510.xml,y,y,y,
Bio-protocol-1683,PMC6850650,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC6850650.xml,y,y,y,
Bio-protocol-1691,PMC6610623,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6610623.xml,y,y,y,
Bio-protocol-1692,PMC6979483,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6979483.xml,y,y,n,no_methods
Bio-protocol-1697,PMC6535813,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6535813.xml,y,y,y,
Bio-protocol-1701,PMC6447300,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6447300.xml,y,n,n,no_body
Bio-protocol-1700,PMC5826701,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5826701.xml,y,y,y,
Bio-protocol-1708,PMC6177245,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6177245.xml,y,y,n,no_methods
Bio-protocol-1709,PMC6436929,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6436929.xml,y,y,y,
Bio-protocol-1711,PMC6205754,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6205754.xml,y,n,n,no_body
Bio-protocol-1715,PMC6352314,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC6352314.xml,y,y,y,
Bio-protocol-1718,PMC6304991,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6304991.xml,y,n,n,no_body
Bio-protocol-1716,PMC6518337,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6518337.xml,y,y,y,
Bio-protocol-1719,PMC6304991,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6304991.xml,y,n,n,no_body
Bio-protocol-1722,PMC6368334,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC6368334.xml,y,y,y,
Bio-protocol-1720,PMC6497318,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6497318.xml,y,y,y,
Bio-protocol-1726,PMC6476404,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6476404.xml,y,y,y,
Bio-protocol-1728,PMC6414680,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6414680.xml,y,y,y,
Bio-protocol-1734,PMC6176656,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6176656.xml,y,y,y,
Bio-protocol-1735,PMC6589791,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6589791.xml,y,y,y,
Bio-protocol-1733,PMC6533017,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6533017.xml,y,n,n,no_body
Bio-protocol-1736,PMC5572702,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5572702.xml,y,y,y,
Bio-protocol-1739,PMC6491486,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6491486.xml,n,n,n,no_xml_file
Bio-protocol-1740,PMC6347438,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6347438.xml,y,y,y,
Bio-protocol-1742,PMC6111083,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC6111083.xml,y,n,n,no_body
Bio-protocol-1743,PMC6491550,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6491550.xml,y,y,y,
Bio-protocol-1737,PMC6343928,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC6343928.xml,y,y,n,no_methods
Bio-protocol-1745,PMC6373627,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6373627.xml,y,y,y,
Bio-protocol-1747,PMC4687092,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4687092.xml,y,y,n,no_methods
Bio-protocol-1748,PMC6264636,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6264636.xml,y,n,n,no_body
Bio-protocol-1741,PMC4921206,low_conf,Pharmacology & Drug Development,data/gold/pmc_jats/PMC4921206.xml,y,n,n,no_body
Bio-protocol-1756,PMC5023959,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5023959.xml,y,y,y,
Bio-protocol-1757,PMC5687723,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5687723.xml,y,y,y,
Bio-protocol-1760,PMC6359625,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6359625.xml,y,y,y,
Bio-protocol-1758,PMC6382006,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6382006.xml,y,n,n,no_body
Bio-protocol-1759,PMC6461251,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6461251.xml,y,y,y,
Bio-protocol-1762,PMC6240378,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC6240378.xml,y,y,y,
Bio-protocol-1765,PMC6377448,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6377448.xml,y,y,y,
Bio-protocol-1764,PMC4291224,low_conf,Structural Biology Techniques,data/gold/pmc_jats/PMC4291224.xml,y,y,y,
Bio-protocol-1767,PMC6110321,low_conf,Histology Techniques,data/gold/pmc_jats/PMC6110321.xml,y,n,n,no_body
Bio-protocol-1770,PMC6355986,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6355986.xml,y,y,y,
Bio-protocol-1772,PMC6433287,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC6433287.xml,y,y,y,
Bio-protocol-1775,PMC6245667,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6245667.xml,y,n,n,no_body
Bio-protocol-1776,PMC5243890,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5243890.xml,y,y,y,
Bio-protocol-1780,PMC4921206,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4921206.xml,y,n,n,no_body
Bio-protocol-1778,PMC6391613,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6391613.xml,y,y,y,
Bio-protocol-1781,PMC6335594,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6335594.xml,y,y,y,
Bio-protocol-1784,PMC6563427,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC6563427.xml,y,y,y,
Bio-protocol-1786,PMC6382577,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC6382577.xml,y,n,n,no_body
Bio-protocol-1793,PMC4824099,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4824099.xml,y,y,y,
Bio-protocol-1797,PMC6283864,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6283864.xml,y,y,n,no_methods
Bio-protocol-1796,PMC6650268,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC6650268.xml,y,y,y,
Bio-protocol-1798,PMC6340744,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6340744.xml,y,y,y,
Bio-protocol-1803,PMC6526957,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC6526957.xml,y,n,n,no_body
Bio-protocol-1802,PMC6263442,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC6263442.xml,y,y,y,
Bio-protocol-1805,PMC6222133,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6222133.xml,y,y,y,
Bio-protocol-1812,PMC6340029,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6340029.xml,y,n,n,no_body
Bio-protocol-1815,PMC6196517,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6196517.xml,y,n,n,no_body
Bio-protocol-1817,PMC7473467,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC7473467.xml,y,n,n,no_body
Bio-protocol-1819,PMC6294264,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6294264.xml,y,y,y,
Bio-protocol-1818,PMC5983316,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5983316.xml,y,y,y,
Bio-protocol-1826,PMC6217807,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6217807.xml,y,n,n,no_body
Bio-protocol-1828,PMC4282465,low_conf,Bioinformatics Methods,data/gold/pmc_jats/PMC4282465.xml,y,y,y,
Bio-protocol-1829,PMC4811353,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4811353.xml,y,n,n,no_body
Bio-protocol-1835,PMC6544384,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC6544384.xml,y,n,n,no_body
Bio-protocol-1836,PMC6240711,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC6240711.xml,y,y,y,
Bio-protocol-1842,PMC6310109,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6310109.xml,y,n,n,no_body
Bio-protocol-1845,PMC6267337,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6267337.xml,y,y,y,
Bio-protocol-1844,PMC6298066,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6298066.xml,y,n,n,no_body
Bio-protocol-1843,PMC6106782,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC6106782.xml,y,y,y,
Bio-protocol-1848,PMC6117474,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC6117474.xml,y,y,y,
Bio-protocol-1849,PMC6106088,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6106088.xml,y,y,y,
Bio-protocol-1853,PMC6295233,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC6295233.xml,y,n,n,no_body
Bio-protocol-1856,PMC5004905,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5004905.xml,y,y,y,
Bio-protocol-1854,PMC4907486,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4907486.xml,y,y,y,
Bio-protocol-1857,PMC6541019,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6541019.xml,y,y,y,
Bio-protocol-1858,PMC5864199,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5864199.xml,y,n,n,no_body
Bio-protocol-1861,PMC5874515,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5874515.xml,y,y,y,
Bio-protocol-1863,PMC5533705,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5533705.xml,y,y,y,
Bio-protocol-1864,PMC5927993,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5927993.xml,y,y,y,
Bio-protocol-1862,PMC5462733,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5462733.xml,y,y,y,
Bio-protocol-1865,PMC6199527,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6199527.xml,y,y,y,
Bio-protocol-1867,PMC5412646,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5412646.xml,y,y,n,no_methods
Bio-protocol-1870,PMC5493969,low_conf,Structural Biology Techniques,data/gold/pmc_jats/PMC5493969.xml,n,n,n,no_xml_file
Bio-protocol-1877,PMC6130844,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC6130844.xml,y,y,y,
Bio-protocol-1878,PMC6173696,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6173696.xml,y,y,y,
Bio-protocol-1880,PMC5581164,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5581164.xml,y,y,y,
Bio-protocol-1881,PMC6126724,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6126724.xml,y,n,n,no_body
Bio-protocol-1885,PMC6138423,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC6138423.xml,y,y,y,
Bio-protocol-1886,PMC5639361,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5639361.xml,y,y,y,
Bio-protocol-1887,PMC5580984,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5580984.xml,y,y,y,
Bio-protocol-1892,PMC6026752,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6026752.xml,y,y,y,
Bio-protocol-1896,PMC6159981,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6159981.xml,y,n,n,no_body
Bio-protocol-1897,PMC6226462,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6226462.xml,y,y,y,
Bio-protocol-1898,PMC6443042,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6443042.xml,y,n,n,no_body
Bio-protocol-1899,PMC5505781,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5505781.xml,y,y,y,
Bio-protocol-1903,PMC6144958,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6144958.xml,y,y,y,
Bio-protocol-1902,PMC5701507,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5701507.xml,y,y,y,
Bio-protocol-1906,PMC6159981,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6159981.xml,y,n,n,no_body
Bio-protocol-1910,PMC6307736,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6307736.xml,y,y,y,
Bio-protocol-1912,PMC6239192,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC6239192.xml,y,y,y,
Bio-protocol-1914,PMC6301145,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC6301145.xml,y,y,y,
Bio-protocol-1913,PMC6160236,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6160236.xml,y,y,y,
Bio-protocol-1915,PMC6053240,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6053240.xml,y,y,y,
Bio-protocol-1920,PMC5410799,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5410799.xml,y,n,n,no_body
Bio-protocol-1921,PMC5705755,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5705755.xml,y,y,y,
Bio-protocol-1919,PMC4294707,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC4294707.xml,y,n,n,no_body
Bio-protocol-1923,PMC6305975,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6305975.xml,y,n,n,no_body
Bio-protocol-1929,PMC6232461,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6232461.xml,y,n,n,no_body
Bio-protocol-1928,PMC6191426,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6191426.xml,y,y,y,
Bio-protocol-1930,PMC5072740,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5072740.xml,y,y,n,no_methods
Bio-protocol-1932,PMC4972447,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC4972447.xml,y,y,y,
Bio-protocol-1935,PMC6147510,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC6147510.xml,y,y,y,
Bio-protocol-1940,PMC6140461,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC6140461.xml,y,y,y,
Bio-protocol-1942,PMC6130049,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC6130049.xml,y,y,y,
Bio-protocol-1943,PMC6067152,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC6067152.xml,y,y,y,
Bio-protocol-1944,PMC4927383,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC4927383.xml,y,n,n,no_body
Bio-protocol-1946,PMC6145312,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6145312.xml,y,y,y,
Bio-protocol-1947,PMC6205372,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC6205372.xml,y,n,n,no_body
Bio-protocol-1950,PMC6205372,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC6205372.xml,y,n,n,no_body
Bio-protocol-1951,PMC5419561,low_conf,Histology Techniques,data/gold/pmc_jats/PMC5419561.xml,y,y,y,
Bio-protocol-1956,PMC5517011,low_conf,Genomics Technologies,data/gold/pmc_jats/PMC5517011.xml,y,y,y,
Bio-protocol-1953,PMC5626405,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5626405.xml,y,y,y,
Bio-protocol-1962,PMC5948953,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5948953.xml,y,y,y,
Bio-protocol-1963,PMC5870690,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5870690.xml,y,y,y,
Bio-protocol-1964,PMC4889147,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4889147.xml,y,y,y,
Bio-protocol-1971,PMC6154382,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC6154382.xml,y,y,y,
Bio-protocol-1973,PMC6175926,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC6175926.xml,y,y,y,
Bio-protocol-1976,PMC5960331,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5960331.xml,y,n,n,no_body
Bio-protocol-1977,PMC4349581,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC4349581.xml,y,y,y,
Bio-protocol-1980,PMC5834702,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5834702.xml,y,y,y,
Bio-protocol-1979,PMC5206632,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5206632.xml,y,y,y,
Bio-protocol-1984,PMC5939105,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5939105.xml,y,n,n,no_body
Bio-protocol-1983,PMC5533706,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5533706.xml,y,y,y,
Bio-protocol-1987,PMC5326826,low_conf,Histology Techniques,data/gold/pmc_jats/PMC5326826.xml,y,y,y,
Bio-protocol-1990,PMC3839733,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC3839733.xml,y,n,n,no_body
Bio-protocol-1989,PMC4507001,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC4507001.xml,y,y,y,
Bio-protocol-1998,PMC6117477,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6117477.xml,y,y,y,
Bio-protocol-1999,PMC5836505,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5836505.xml,y,n,n,no_body
Bio-protocol-2001,PMC5778493,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5778493.xml,y,y,y,
Bio-protocol-2003,PMC6102071,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6102071.xml,y,n,n,no_body
Bio-protocol-2005,PMC5877414,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5877414.xml,y,n,n,no_body
Bio-protocol-2006,PMC6127316,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC6127316.xml,y,y,y,
Bio-protocol-2009,PMC6690060,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC6690060.xml,y,n,n,no_body
Bio-protocol-2012,PMC8268627,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC8268627.xml,y,y,y,
Bio-protocol-2014,PMC6007430,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC6007430.xml,y,y,y,
Bio-protocol-2015,PMC6026742,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC6026742.xml,y,n,n,no_body
Bio-protocol-2016,PMC7105029,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC7105029.xml,y,y,y,
Bio-protocol-2019,PMC5740648,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5740648.xml,y,y,y,
Bio-protocol-2022,PMC5512226,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5512226.xml,y,n,n,no_body
Bio-protocol-2028,PMC5974391,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5974391.xml,y,y,y,
Bio-protocol-2030,PMC6135571,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC6135571.xml,y,n,n,no_body
Bio-protocol-2033,PMC5501588,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5501588.xml,y,y,y,
Bio-protocol-2034,PMC5757279,low_conf,Bioinformatics Methods,data/gold/pmc_jats/PMC5757279.xml,y,n,n,no_body
Bio-protocol-2032,PMC5096342,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC5096342.xml,y,y,y,
Bio-protocol-2043,PMC5903671,low_conf,Bioimaging Technologies,data/gold/pmc_jats/PMC5903671.xml,y,y,y,
Bio-protocol-2042,PMC5760624,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5760624.xml,y,y,y,
Bio-protocol-2048,PMC3428077,low_conf,Pharmacology & Drug Development,data/gold/pmc_jats/PMC3428077.xml,y,n,n,no_body
Bio-protocol-2047,PMC5817281,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5817281.xml,y,y,y,
Bio-protocol-2049,PMC5579394,low_conf,Immunological Techniques,data/gold/pmc_jats/PMC5579394.xml,y,n,n,no_body
Bio-protocol-2051,PMC4539932,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4539932.xml,y,y,y,
Bio-protocol-2052,PMC5707154,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5707154.xml,y,y,y,
Bio-protocol-2054,PMC5936623,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5936623.xml,n,n,n,no_xml_file
Bio-protocol-2055,PMC5341387,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5341387.xml,y,n,n,no_body
Bio-protocol-2053,PMC5971477,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5971477.xml,y,n,n,no_body
Bio-protocol-2056,PMC5846061,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC5846061.xml,y,y,y,
Bio-protocol-2057,PMC5910026,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5910026.xml,y,n,n,no_body
Bio-protocol-2058,PMC4370790,low_conf,Cell Biology & Culture,data/gold/pmc_jats/PMC4370790.xml,y,n,n,no_body
Bio-protocol-2063,PMC3431157,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC3431157.xml,y,n,n,no_body
Bio-protocol-2061,PMC5699038,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5699038.xml,y,y,y,
Bio-protocol-2064,PMC5641116,low_conf,Molecular Biology Techniques,data/gold/pmc_jats/PMC5641116.xml,y,y,y,
Bio-protocol-2065,PMC5476318,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5476318.xml,y,n,n,no_body
Bio-protocol-2069,PMC5760097,low_conf,Microbiology & Virology,data/gold/pmc_jats/PMC5760097.xml,y,y,y,
Bio-protocol-2070,PMC5727179,low_conf,Neuroscience Methods,data/gold/pmc_jats/PMC5727179.xml,y,y,y,
Bio-protocol-2074,PMC5715749,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5715749.xml,y,n,n,no_body
Bio-protocol-2075,PMC5785270,low_conf,Pharmacology & Drug Development,data/gold/pmc_jats/PMC5785270.xml,y,n,n,no_body
Bio-protocol-2076,PMC5623850,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5623850.xml,y,n,n,no_body
Bio-protocol-2078,PMC5364375,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5364375.xml,y,y,y,
Bio-protocol-2083,PMC5824873,low_conf,Histology Techniques,data/gold/pmc_jats/PMC5824873.xml,y,n,n,no_body
Bio-protocol-2084,PMC4558687,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4558687.xml,y,n,n,no_body
Bio-protocol-2086,PMC4531360,low_conf,Plant Science & Technology,data/gold/pmc_jats/PMC4531360.xml,y,n,n,no_body
Bio-protocol-2089,PMC5364375,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5364375.xml,y,y,y,
Bio-protocol-2091,PMC5794332,low_conf,Model Organism-Specific Techniques,data/gold/pmc_jats/PMC5794332.xml,y,y,y,
Bio-protocol-2090,PMC5987880,low_conf,Biochemical & Molecular Functional Analysis,data/gold/pmc_jats/PMC5987880.xml,y,y,y,
